epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,33.3277,3.86491,11.4313,1.55482,0.16927,0.36359,0.20831,0.08013,2.20096,2.52519,0.95413,0.000462324,0.000462324,0.000462324
2,41.0733,2.14122,1.76195,0.95701,0.22567,0.20326,0.1641,0.04313,2.89966,2.26399,1.22548,0.000934011,0.000934011,0.000934011
3,47.8169,2.02593,1.39928,0.92918,0.68975,0.32959,0.3286,0.10752,2.61855,1.77527,1.09968,0.00140098,0.00140098,0.00140098
4,54.6119,2.00086,1.2391,0.92164,0.62217,0.64464,0.63588,0.27852,1.79977,1.28373,0.88573,0.00140778,0.00140778,0.00140778
5,61.3762,1.85627,1.10219,0.90073,0.74225,0.73261,0.80333,0.32645,1.85759,1.06447,0.89378,0.00140071,0.00140071,0.00140071
6,68.1896,1.84229,1.06112,0.89999,0.62863,0.74196,0.7531,0.28882,1.89818,1.09661,0.88909,0.00139363,0.00139363,0.00139363
7,74.924,1.80576,0.9668,0.89743,0.7282,0.80384,0.86812,0.37724,1.69359,0.94543,0.86639,0.00138656,0.00138656,0.00138656
8,81.7938,1.76041,0.96044,0.8919,0.78749,0.75332,0.82408,0.33348,1.88638,1.00048,0.89291,0.00137949,0.00137949,0.00137949
9,88.5515,1.73313,0.9291,0.8838,0.83324,0.80257,0.86156,0.40441,1.64053,0.89804,0.87022,0.00137241,0.00137241,0.00137241
10,95.3036,1.72229,0.89406,0.88787,0.83077,0.76725,0.86942,0.39366,1.69461,0.88736,0.86456,0.00136534,0.00136534,0.00136534
11,102.005,1.68639,0.89224,0.8801,0.91511,0.87229,0.92843,0.42406,1.61123,0.81695,0.85989,0.00135826,0.00135826,0.00135826
12,108.754,1.66052,0.82746,0.87202,0.8072,0.86713,0.90856,0.41163,1.68459,0.85845,0.86731,0.00135119,0.00135119,0.00135119
13,115.497,1.66314,0.81379,0.8756,0.89971,0.89935,0.91997,0.41326,1.6776,0.81772,0.86554,0.00134412,0.00134412,0.00134412
14,122.253,1.62746,0.80372,0.87454,0.89877,0.87673,0.9247,0.44741,1.58098,0.8044,0.85682,0.00133704,0.00133704,0.00133704
15,129.021,1.63799,0.80588,0.86844,0.90616,0.90511,0.92167,0.43473,1.63684,0.77827,0.85908,0.00132997,0.00132997,0.00132997
16,135.723,1.65132,0.79252,0.88153,0.90316,0.83994,0.90852,0.41694,1.72515,0.7973,0.87124,0.0013229,0.0013229,0.0013229
17,142.417,1.60894,0.769,0.86931,0.92074,0.92555,0.95159,0.46392,1.54934,0.77318,0.84996,0.00131582,0.00131582,0.00131582
18,149.148,1.60082,0.76667,0.87517,0.91752,0.89723,0.93892,0.45824,1.53445,0.75184,0.85125,0.00130875,0.00130875,0.00130875
19,155.82,1.58791,0.75513,0.8663,0.9145,0.91549,0.93771,0.47181,1.55883,0.73373,0.85261,0.00130168,0.00130168,0.00130168
20,162.584,1.55876,0.73773,0.86778,0.90396,0.91411,0.91931,0.43037,1.6118,0.79514,0.85899,0.0012946,0.0012946,0.0012946
21,169.282,1.62211,0.76873,0.86424,0.90832,0.90637,0.92013,0.45384,1.60732,0.74987,0.85658,0.00128753,0.00128753,0.00128753
22,175.975,1.584,0.73116,0.86599,0.89722,0.94052,0.93016,0.42379,1.63333,0.76048,0.8602,0.00128046,0.00128046,0.00128046
