epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,35.5054,0.74014,1.62855,0.87264,0.93695,0.88413,0.95835,0.79575,0.68468,0.55913,0.83493,0.000206044,0.000206044,0.000206044
2,58.0193,0.51019,0.55289,0.81076,0.98065,0.97155,0.99094,0.82698,0.71187,0.42131,0.8354,0.000406173,0.000406173,0.000406173
3,79.4594,0.47661,0.44181,0.80448,0.9891,0.98829,0.99452,0.86066,0.58021,0.36035,0.81727,0.000598051,0.000598051,0.000598051
4,100.724,0.45588,0.39492,0.80211,0.99335,0.9886,0.99477,0.83942,0.67831,0.34869,0.83162,0.000587875,0.000587875,0.000587875
5,121.767,0.43363,0.36603,0.79814,0.97918,0.98146,0.99305,0.83524,0.69927,0.36373,0.83377,0.0005755,0.0005755,0.0005755
6,142.84,0.42443,0.35085,0.79808,0.98607,0.98807,0.99416,0.86635,0.5808,0.32198,0.82005,0.000563125,0.000563125,0.000563125
7,164.289,0.40548,0.33125,0.79616,0.99539,0.99195,0.99494,0.87392,0.57334,0.30695,0.81693,0.00055075,0.00055075,0.00055075
8,185.563,0.41019,0.32602,0.79506,0.9897,0.99195,0.99475,0.83423,0.69211,0.32901,0.83422,0.000538375,0.000538375,0.000538375
9,206.562,0.38733,0.3077,0.79301,0.99844,0.99383,0.99498,0.85017,0.66387,0.31001,0.83022,0.000526,0.000526,0.000526
10,227.568,0.39231,0.30785,0.79308,0.99496,0.99705,0.99499,0.85612,0.62598,0.30989,0.82259,0.000513625,0.000513625,0.000513625
11,248.446,0.38228,0.29655,0.79116,0.99482,0.99232,0.99498,0.84175,0.70498,0.31725,0.83705,0.00050125,0.00050125,0.00050125
12,269.453,0.38482,0.2928,0.79037,0.99676,0.99408,0.99481,0.86527,0.60286,0.29934,0.82273,0.000488875,0.000488875,0.000488875
13,290.741,0.38073,0.28923,0.78958,0.99509,0.99354,0.99489,0.87144,0.57187,0.28101,0.81841,0.0004765,0.0004765,0.0004765
14,311.72,0.37009,0.28109,0.78971,0.99763,0.9938,0.995,0.86081,0.62077,0.30414,0.82498,0.000464125,0.000464125,0.000464125
15,332.663,0.36778,0.27995,0.78947,0.99605,0.99286,0.99495,0.86474,0.61208,0.28895,0.82143,0.00045175,0.00045175,0.00045175
16,353.674,0.36108,0.27482,0.78749,0.99626,0.99399,0.99492,0.85808,0.63549,0.28946,0.82699,0.000439375,0.000439375,0.000439375
17,374.638,0.38115,0.28169,0.78951,0.99721,0.99383,0.99497,0.85907,0.65236,0.28741,0.82924,0.000427,0.000427,0.000427
18,395.635,0.36722,0.26985,0.78935,0.99554,0.99509,0.9946,0.86525,0.60265,0.28069,0.82267,0.000414625,0.000414625,0.000414625
19,416.827,0.35265,0.26634,0.78589,0.99569,0.99633,0.99496,0.85209,0.67192,0.29684,0.8305,0.00040225,0.00040225,0.00040225
20,437.682,0.34749,0.26199,0.78687,0.99537,0.99025,0.99466,0.85291,0.65437,0.29182,0.83036,0.000389875,0.000389875,0.000389875
21,458.7,0.34462,0.25589,0.78554,0.99563,0.99725,0.99477,0.8511,0.68243,0.2867,0.83305,0.0003775,0.0003775,0.0003775
22,479.754,0.34727,0.25804,0.78832,0.9974,0.99387,0.99491,0.86368,0.63453,0.2764,0.82776,0.000365125,0.000365125,0.000365125
23,500.855,0.34246,0.25216,0.78566,0.9946,0.99753,0.99497,0.87704,0.58584,0.26258,0.81936,0.00035275,0.00035275,0.00035275
24,521.899,0.3396,0.24886,0.78624,0.99668,0.99524,0.99495,0.86315,0.63241,0.27517,0.82873,0.000340375,0.000340375,0.000340375
25,543.174,0.33449,0.24808,0.78673,0.99735,0.99504,0.99497,0.86688,0.60604,0.27449,0.8247,0.000328,0.000328,0.000328
26,564.5,0.34611,0.25171,0.78453,0.99584,0.99789,0.99489,0.86969,0.61693,0.26949,0.8248,0.000315625,0.000315625,0.000315625
27,585.602,0.33395,0.24406,0.78524,0.99734,0.99649,0.9949,0.85444,0.65936,0.28933,0.83072,0.00030325,0.00030325,0.00030325
28,606.702,0.33565,0.24289,0.78464,0.99732,0.99742,0.99498,0.8594,0.65079,0.27587,0.8308,0.000290875,0.000290875,0.000290875
29,627.72,0.33458,0.24309,0.78467,0.99596,0.99806,0.995,0.8648,0.6436,0.28736,0.82774,0.0002785,0.0002785,0.0002785
30,648.79,0.32073,0.23515,0.78444,0.99859,0.99563,0.99499,0.85192,0.66793,0.2803,0.83473,0.000266125,0.000266125,0.000266125
31,669.844,0.32406,0.2393,0.78451,0.99817,0.99733,0.99497,0.87811,0.58694,0.26287,0.81902,0.00025375,0.00025375,0.00025375
32,691.017,0.32584,0.23974,0.78385,0.99623,0.99582,0.99495,0.85888,0.65159,0.27266,0.83052,0.000241375,0.000241375,0.000241375
33,712.154,0.31868,0.2315,0.78503,0.99701,0.99745,0.99493,0.86857,0.62089,0.26399,0.82533,0.000229,0.000229,0.000229
34,733.228,0.31189,0.22714,0.78253,0.99594,0.99749,0.99442,0.8635,0.64065,0.27705,0.82825,0.000216625,0.000216625,0.000216625
35,754.231,0.30528,0.22627,0.78315,0.99683,0.99706,0.99497,0.86632,0.63441,0.26877,0.82498,0.00020425,0.00020425,0.00020425
36,775.244,0.31444,0.22539,0.78439,0.99778,0.99853,0.99495,0.85848,0.6573,0.2726,0.83131,0.000191875,0.000191875,0.000191875
37,796.157,0.31548,0.22598,0.78283,0.99536,0.9964,0.99496,0.87162,0.60515,0.26021,0.82296,0.0001795,0.0001795,0.0001795
38,817.567,0.31194,0.22425,0.78351,0.99732,0.99738,0.99497,0.86816,0.62134,0.26196,0.82508,0.000167125,0.000167125,0.000167125
39,838.596,0.30324,0.21644,0.7823,0.99686,0.99918,0.99497,0.86839,0.62779,0.26325,0.82592,0.00015475,0.00015475,0.00015475
40,859.698,0.30104,0.21745,0.78124,0.99669,0.99875,0.99499,0.87929,0.58541,0.24867,0.81968,0.000142375,0.000142375,0.000142375
41,885.538,0.25501,0.18674,0.76979,0.9973,0.99705,0.99498,0.86353,0.64137,0.26899,0.82882,0.00013,0.00013,0.00013
42,907.143,0.26092,0.18899,0.77112,0.99834,0.99688,0.99499,0.86763,0.62661,0.25938,0.82602,0.000117625,0.000117625,0.000117625
43,927.795,0.2519,0.18194,0.76917,0.99771,0.99754,0.99499,0.87114,0.61815,0.25552,0.82462,0.00010525,0.00010525,0.00010525
44,949.004,0.24631,0.17845,0.76944,0.99896,0.99781,0.995,0.87231,0.60884,0.25241,0.82299,9.2875e-05,9.2875e-05,9.2875e-05
45,969.448,0.24535,0.17591,0.76783,0.99925,0.99721,0.995,0.86732,0.6324,0.25838,0.82758,8.05e-05,8.05e-05,8.05e-05
46,990.151,0.24258,0.17511,0.76873,0.99786,0.99872,0.995,0.86323,0.6586,0.26478,0.83086,6.8125e-05,6.8125e-05,6.8125e-05
