epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,47.9838,0.68211,1.43378,0.8599,0.84765,0.91428,0.94778,0.74641,0.8511,0.56093,0.86859,0.000193846,0.000193846,0.000193846
2,87.833,0.50685,0.43992,0.80672,0.96464,0.95491,0.98615,0.82672,0.65922,0.41394,0.82829,0.000385987,0.000385987,0.000385987
3,127.05,0.492,0.39061,0.80287,0.97676,0.98474,0.98889,0.82688,0.68938,0.40693,0.83634,0.000574246,0.000574246,0.000574246
4,166.431,0.46249,0.36787,0.80055,0.97007,0.9739,0.98999,0.80612,0.79559,0.39691,0.8546,0.000570536,0.000570536,0.000570536
5,204.958,0.44992,0.34261,0.79742,0.99089,0.98584,0.99168,0.80388,0.79557,0.36111,0.85647,0.000564715,0.000564715,0.000564715
6,243.538,0.43202,0.32465,0.7956,0.9891,0.9884,0.99259,0.80766,0.80811,0.37198,0.85784,0.000558894,0.000558894,0.000558894
7,282.011,0.42042,0.31029,0.79478,0.9898,0.98923,0.99283,0.83427,0.69646,0.34055,0.83572,0.000553073,0.000553073,0.000553073
8,320.821,0.41123,0.30308,0.79218,0.99215,0.9906,0.99346,0.8257,0.72629,0.33088,0.84365,0.000547252,0.000547252,0.000547252
9,359.372,0.41637,0.29997,0.79309,0.99393,0.98823,0.99281,0.83906,0.68781,0.31899,0.83799,0.00054143,0.00054143,0.00054143
10,398.114,0.40146,0.28663,0.7912,0.99332,0.98747,0.99342,0.85586,0.63833,0.29945,0.83119,0.000535609,0.000535609,0.000535609
11,436.99,0.39117,0.28046,0.78989,0.99031,0.99021,0.99359,0.8029,0.82456,0.34247,0.86177,0.000529788,0.000529788,0.000529788
12,475.425,0.38642,0.27506,0.78826,0.99739,0.99112,0.99442,0.84674,0.68706,0.31072,0.83781,0.000523967,0.000523967,0.000523967
13,513.668,0.38288,0.27318,0.7874,0.99499,0.99051,0.99437,0.83965,0.70951,0.31198,0.84116,0.000518146,0.000518146,0.000518146
14,551.997,0.38894,0.27322,0.78931,0.99264,0.98943,0.99285,0.85685,0.6475,0.29428,0.83169,0.000512324,0.000512324,0.000512324
15,590.374,0.3854,0.27211,0.78863,0.9912,0.99286,0.99402,0.84411,0.68572,0.30364,0.83618,0.000506503,0.000506503,0.000506503
16,628.607,0.37318,0.26566,0.78626,0.99384,0.99051,0.99413,0.83396,0.72963,0.30999,0.84467,0.000500682,0.000500682,0.000500682
17,667.03,0.37441,0.26408,0.78668,0.99484,0.98897,0.99377,0.83265,0.72194,0.31526,0.84114,0.000494861,0.000494861,0.000494861
18,705.312,0.37723,0.26441,0.78815,0.99572,0.99365,0.99461,0.84516,0.69642,0.31684,0.84348,0.00048904,0.00048904,0.00048904
19,743.664,0.37634,0.2602,0.78553,0.99081,0.99156,0.99377,0.83552,0.74019,0.31856,0.84962,0.000483218,0.000483218,0.000483218
20,782.124,0.36631,0.25407,0.78589,0.99337,0.99168,0.99379,0.83913,0.70695,0.30223,0.84258,0.000477397,0.000477397,0.000477397
