epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,46.5535,3.83533,6.33382,1.49796,0,0,0,0,2.49369,4.28343,0.98725,0.000462324,0.000462324,0.000462324
2,51.454,2.43252,2.9124,0.99372,0.02362,0.21697,0.06546,0.02141,2.19331,3.49668,0.95268,0.000934011,0.000934011,0.000934011
3,56.3606,2.21783,2.36814,0.95206,0.96106,0.08482,0.26662,0.12389,1.91502,2.80589,0.89827,0.00140098,0.00140098,0.00140098
4,60.9664,2.13291,1.99903,0.93504,0.33904,0.2906,0.43493,0.19563,1.8325,2.12345,0.88554,0.00140778,0.00140778,0.00140778
5,65.6059,2.00445,1.73107,0.91437,0.54068,0.56895,0.55258,0.25291,1.72752,1.49368,0.87203,0.00140071,0.00140071,0.00140071
6,70.371,1.95577,1.58695,0.91436,0.5761,0.68204,0.66455,0.2943,1.77138,1.27428,0.87665,0.00139363,0.00139363,0.00139363
7,75.0865,1.89938,1.43532,0.90946,0.59125,0.73316,0.71581,0.31895,1.69484,1.16543,0.86911,0.00138656,0.00138656,0.00138656
8,79.7418,1.86783,1.38097,0.90091,0.72791,0.78418,0.74965,0.33343,1.74894,1.04472,0.87386,0.00137949,0.00137949,0.00137949
9,84.3697,1.82267,1.26568,0.89411,0.66875,0.81248,0.75169,0.35417,1.63654,0.97977,0.86806,0.00137241,0.00137241,0.00137241
10,89.0368,1.79899,1.21446,0.89598,0.8233,0.76783,0.83466,0.39484,1.66275,0.95361,0.86492,0.00136534,0.00136534,0.00136534
11,93.9844,1.77332,1.1599,0.89016,0.7407,0.81382,0.83755,0.39178,1.60157,0.94067,0.86368,0.00135826,0.00135826,0.00135826
12,98.6534,1.75495,1.11741,0.8813,0.84464,0.86583,0.88264,0.41713,1.61424,0.88076,0.86323,0.00135119,0.00135119,0.00135119
13,103.278,1.72059,1.05412,0.88116,0.89509,0.87775,0.91643,0.43463,1.6028,0.87634,0.85877,0.00134412,0.00134412,0.00134412
14,108.147,1.68994,0.99043,0.88042,0.8886,0.87009,0.91613,0.43548,1.59982,0.84811,0.86201,0.00133704,0.00133704,0.00133704
15,112.79,1.67852,0.97648,0.87395,0.85701,0.82183,0.87363,0.40995,1.63541,0.89774,0.86698,0.00132997,0.00132997,0.00132997
16,117.505,1.71108,0.96597,0.88815,0.89501,0.88394,0.91342,0.43559,1.63015,0.82239,0.86117,0.0013229,0.0013229,0.0013229
17,122.215,1.63487,0.91054,0.87331,0.89966,0.84808,0.88932,0.40658,1.62808,0.81449,0.86887,0.00131582,0.00131582,0.00131582
18,126.854,1.68161,0.91737,0.88425,0.89361,0.87106,0.89726,0.42936,1.56165,0.83906,0.85973,0.00130875,0.00130875,0.00130875
19,131.639,1.68276,0.91229,0.87717,0.89528,0.89315,0.92192,0.44763,1.58953,0.8078,0.85889,0.00130168,0.00130168,0.00130168
20,136.597,1.62416,0.84567,0.87572,0.88852,0.91325,0.91834,0.43492,1.61217,0.78958,0.86281,0.0012946,0.0012946,0.0012946
21,141.142,1.65353,0.86799,0.86777,0.87435,0.89307,0.93318,0.43189,1.64423,0.81631,0.86243,0.00128753,0.00128753,0.00128753
22,145.827,1.63152,0.83376,0.87339,0.92794,0.92989,0.93438,0.45948,1.55728,0.75811,0.85257,0.00128046,0.00128046,0.00128046
23,150.482,1.60294,0.82699,0.87125,0.91664,0.929,0.92941,0.45452,1.54771,0.77034,0.85419,0.00127338,0.00127338,0.00127338
24,155.291,1.61378,0.82006,0.87009,0.9093,0.918,0.91252,0.44413,1.56654,0.76008,0.8629,0.00126631,0.00126631,0.00126631
25,160.039,1.63206,0.81221,0.87055,0.90264,0.92745,0.92874,0.45153,1.56091,0.76247,0.85169,0.00125923,0.00125923,0.00125923
26,164.681,1.57299,0.79455,0.86719,0.92651,0.94079,0.93991,0.45981,1.54983,0.76442,0.85293,0.00125216,0.00125216,0.00125216
27,169.453,1.60696,0.8065,0.86801,0.89576,0.9141,0.90828,0.44673,1.54448,0.77105,0.85592,0.00124509,0.00124509,0.00124509
28,174.209,1.57265,0.784,0.86711,0.90889,0.89244,0.9015,0.43568,1.56584,0.77521,0.85642,0.00123801,0.00123801,0.00123801
29,179.012,1.60969,0.80869,0.8661,0.86018,0.89518,0.90841,0.44343,1.59852,0.79013,0.86227,0.00123094,0.00123094,0.00123094
30,183.779,1.57544,0.78122,0.86412,0.89045,0.92087,0.93842,0.45673,1.53739,0.74677,0.85085,0.00122387,0.00122387,0.00122387
31,188.514,1.5533,0.76493,0.86027,0.8475,0.84459,0.81545,0.39928,1.5365,0.85388,0.85117,0.00121679,0.00121679,0.00121679
32,193.236,1.56986,0.77212,0.86373,0.88066,0.91701,0.91552,0.44618,1.55903,0.7632,0.85709,0.00120972,0.00120972,0.00120972
33,198.055,1.58165,0.78009,0.86803,0.91897,0.87606,0.91546,0.44877,1.57144,0.77114,0.85982,0.00120265,0.00120265,0.00120265
34,202.792,1.57553,0.77312,0.85845,0.91772,0.89707,0.9377,0.47472,1.52348,0.74823,0.8485,0.00119557,0.00119557,0.00119557
35,207.522,1.55609,0.75194,0.85892,0.94459,0.91488,0.94523,0.45956,1.53153,0.74146,0.84844,0.0011885,0.0011885,0.0011885
36,212.322,1.51592,0.74048,0.85214,0.92435,0.91507,0.92846,0.47237,1.49905,0.7215,0.84664,0.00118143,0.00118143,0.00118143
37,216.994,1.51821,0.73815,0.86528,0.93736,0.92809,0.94427,0.47119,1.51271,0.72332,0.84682,0.00117435,0.00117435,0.00117435
38,221.986,1.5248,0.7414,0.85987,0.89848,0.90448,0.9238,0.46231,1.5088,0.71895,0.84883,0.00116728,0.00116728,0.00116728
39,226.67,1.52706,0.7341,0.85669,0.9291,0.9241,0.93026,0.46915,1.49167,0.7304,0.84919,0.00116021,0.00116021,0.00116021
40,231.338,1.5316,0.73691,0.86041,0.93827,0.92407,0.9469,0.48297,1.48472,0.71717,0.84395,0.00115313,0.00115313,0.00115313
41,236.011,1.50935,0.72992,0.85861,0.9239,0.92414,0.93201,0.46925,1.50863,0.71525,0.84928,0.00114606,0.00114606,0.00114606
42,240.676,1.50264,0.72039,0.86362,0.91814,0.9283,0.94227,0.47843,1.49479,0.71476,0.84563,0.00113898,0.00113898,0.00113898
43,245.452,1.5234,0.73128,0.86092,0.91768,0.92696,0.92684,0.4625,1.51258,0.73871,0.85084,0.00113191,0.00113191,0.00113191
44,250.243,1.53577,0.7457,0.85963,0.92089,0.93268,0.92866,0.46143,1.5504,0.7371,0.84925,0.00112484,0.00112484,0.00112484
45,254.875,1.47031,0.70083,0.85834,0.92469,0.93006,0.92753,0.4738,1.47956,0.70919,0.84526,0.00111776,0.00111776,0.00111776
46,259.605,1.5366,0.71509,0.86004,0.91124,0.91576,0.91374,0.45169,1.51934,0.73528,0.85001,0.00111069,0.00111069,0.00111069
47,264.293,1.51357,0.7285,0.85318,0.91608,0.9329,0.92095,0.46697,1.52868,0.7232,0.85181,0.00110362,0.00110362,0.00110362
48,269.295,1.4831,0.71129,0.8536,0.92511,0.9089,0.91738,0.4618,1.51242,0.72515,0.84949,0.00109654,0.00109654,0.00109654
49,274.06,1.49152,0.69904,0.85486,0.92851,0.91458,0.91985,0.47048,1.53173,0.72811,0.84982,0.00108947,0.00108947,0.00108947
50,278.734,1.49465,0.7011,0.85811,0.92769,0.91524,0.92418,0.47787,1.49572,0.729,0.85219,0.0010824,0.0010824,0.0010824
51,283.406,1.49014,0.71228,0.8485,0.93966,0.93023,0.94488,0.475,1.50939,0.71645,0.84578,0.00107532,0.00107532,0.00107532
52,288.285,1.44981,0.69385,0.85481,0.94194,0.94426,0.94166,0.48841,1.47791,0.68366,0.84384,0.00106825,0.00106825,0.00106825
53,293.068,1.49014,0.68486,0.85998,0.93911,0.92731,0.94696,0.4811,1.54474,0.71554,0.84947,0.00106118,0.00106118,0.00106118
54,297.922,1.49448,0.69073,0.85681,0.93627,0.94092,0.94776,0.50099,1.47858,0.69464,0.84426,0.0010541,0.0010541,0.0010541
55,302.596,1.46709,0.68026,0.85113,0.92232,0.93244,0.92559,0.4799,1.48465,0.68197,0.84849,0.00104703,0.00104703,0.00104703
