epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,89.1312,0.56052,1.00301,0.83413,0.9908,0.98166,0.99441,0.8651,0.58436,0.3347,0.82058,0.000207182,0.000207182,0.000207182
2,160.838,0.42232,0.35919,0.79755,0.98845,0.98858,0.99369,0.85445,0.6332,0.3412,0.82759,0.000407288,0.000407288,0.000407288
3,231.761,0.39975,0.31773,0.79421,0.99089,0.99258,0.99432,0.84212,0.68087,0.33423,0.83435,0.000599145,0.000599145,0.000599145
4,302.556,0.3918,0.30142,0.79248,0.99336,0.99643,0.99439,0.85333,0.62648,0.32739,0.8294,0.000587875,0.000587875,0.000587875
5,373.326,0.38232,0.28741,0.79175,0.99561,0.99545,0.99475,0.84801,0.66455,0.30586,0.83169,0.0005755,0.0005755,0.0005755
6,443.7,0.36872,0.27414,0.78929,0.99029,0.99112,0.99357,0.86209,0.61078,0.30926,0.82624,0.000563125,0.000563125,0.000563125
7,514.612,0.36166,0.26509,0.78825,0.99514,0.9971,0.99478,0.85722,0.63571,0.28959,0.82855,0.00055075,0.00055075,0.00055075
8,585.18,0.35077,0.26252,0.78782,0.99496,0.99591,0.99491,0.84984,0.66428,0.30435,0.82947,0.000538375,0.000538375,0.000538375
9,655.712,0.35541,0.26083,0.78819,0.98324,0.98872,0.99377,0.85587,0.62416,0.29304,0.83022,0.000526,0.000526,0.000526
10,726.383,0.34492,0.24966,0.78578,0.99575,0.99502,0.9949,0.86235,0.63194,0.27607,0.82697,0.000513625,0.000513625,0.000513625
11,796.866,0.33635,0.2413,0.78481,0.99619,0.99788,0.99466,0.85872,0.64176,0.27983,0.8292,0.00050125,0.00050125,0.00050125
12,867.25,0.32802,0.23596,0.78472,0.99255,0.99569,0.99494,0.86017,0.64096,0.28547,0.83044,0.000488875,0.000488875,0.000488875
13,938.14,0.3354,0.23744,0.78445,0.9966,0.99765,0.99482,0.88523,0.54724,0.24631,0.81201,0.0004765,0.0004765,0.0004765
14,1009.39,0.32399,0.23261,0.78402,0.99756,0.99632,0.99492,0.86518,0.6315,0.27113,0.82731,0.000464125,0.000464125,0.000464125
15,1079.91,0.325,0.22948,0.7833,0.99742,0.99677,0.99454,0.86706,0.63445,0.27166,0.8257,0.00045175,0.00045175,0.00045175
16,1150.63,0.32908,0.23146,0.78372,0.9983,0.99867,0.99492,0.86887,0.62026,0.26178,0.82698,0.000439375,0.000439375,0.000439375
17,1221.08,0.31406,0.22163,0.78255,0.99667,0.99842,0.9949,0.87247,0.60394,0.25888,0.82389,0.000427,0.000427,0.000427
18,1291.46,0.3125,0.22127,0.78302,0.99709,0.99799,0.99461,0.85092,0.67633,0.27633,0.83747,0.000414625,0.000414625,0.000414625
19,1362.25,0.31573,0.2197,0.78286,0.9969,0.9986,0.99471,0.85974,0.65711,0.26233,0.83058,0.00040225,0.00040225,0.00040225
20,1433.11,0.30838,0.21566,0.78139,0.99629,0.99661,0.99483,0.85867,0.6539,0.27119,0.83276,0.000389875,0.000389875,0.000389875
21,1503.68,0.30455,0.21502,0.78083,0.99839,0.99849,0.995,0.86268,0.65057,0.26434,0.82853,0.0003775,0.0003775,0.0003775
22,1574.21,0.30305,0.21116,0.78105,0.99781,0.99806,0.99388,0.87445,0.5953,0.2526,0.819,0.000365125,0.000365125,0.000365125
23,1644.96,0.30412,0.2133,0.78095,0.99862,0.99862,0.99455,0.86837,0.62015,0.25534,0.82539,0.00035275,0.00035275,0.00035275
24,1715.37,0.29916,0.20669,0.78004,0.99772,0.99823,0.99477,0.87409,0.60234,0.25139,0.82107,0.000340375,0.000340375,0.000340375
25,1785.83,0.2957,0.20272,0.78004,0.99842,0.99844,0.99451,0.87231,0.61086,0.24758,0.82414,0.000328,0.000328,0.000328
26,1856.59,0.29451,0.20324,0.77937,0.99748,0.99915,0.99495,0.8769,0.59942,0.24694,0.82116,0.000315625,0.000315625,0.000315625
27,1927.11,0.29341,0.20339,0.77969,0.99766,0.99817,0.99499,0.87451,0.60342,0.24804,0.82187,0.00030325,0.00030325,0.00030325
28,1997.64,0.29243,0.20068,0.7801,0.99849,0.99902,0.99476,0.86774,0.6272,0.25097,0.8275,0.000290875,0.000290875,0.000290875
29,2068.32,0.28548,0.19533,0.77961,0.99833,0.99918,0.995,0.86801,0.63639,0.25452,0.82777,0.0002785,0.0002785,0.0002785
30,2138.83,0.28874,0.19657,0.77935,0.99795,0.99838,0.99499,0.88767,0.57916,0.23473,0.81738,0.000266125,0.000266125,0.000266125
31,2209.36,0.28275,0.19229,0.77844,0.99621,0.99933,0.99484,0.87769,0.59427,0.24227,0.8202,0.00025375,0.00025375,0.00025375
32,2279.89,0.28201,0.19345,0.77892,0.99812,0.99895,0.995,0.87086,0.61941,0.24582,0.82586,0.000241375,0.000241375,0.000241375
33,2350.76,0.28559,0.19383,0.77907,0.99773,0.99907,0.9945,0.8827,0.57589,0.23588,0.8187,0.000229,0.000229,0.000229
34,2421.3,0.27485,0.18816,0.77759,0.99829,0.99881,0.995,0.87801,0.60259,0.23753,0.82173,0.000216625,0.000216625,0.000216625
35,2491.89,0.27273,0.18361,0.77755,0.99872,0.99944,0.99491,0.86226,0.65343,0.25284,0.8309,0.00020425,0.00020425,0.00020425
36,2562.62,0.26841,0.18123,0.77809,0.99837,0.99916,0.99489,0.87487,0.61637,0.24295,0.82305,0.000191875,0.000191875,0.000191875
37,2633.11,0.27117,0.18156,0.77782,0.99857,0.99887,0.99498,0.86013,0.66444,0.25338,0.83395,0.0001795,0.0001795,0.0001795
38,2703.6,0.27457,0.18185,0.77893,0.99808,0.99938,0.99476,0.86293,0.65619,0.25128,0.83041,0.000167125,0.000167125,0.000167125
39,2774.58,0.26921,0.17818,0.77738,0.99882,0.99949,0.995,0.87521,0.61029,0.24033,0.82392,0.00015475,0.00015475,0.00015475
40,2845.08,0.26328,0.17485,0.77654,0.99855,0.99895,0.9947,0.86902,0.63075,0.24813,0.827,0.000142375,0.000142375,0.000142375
41,2916.71,0.22747,0.15317,0.76642,0.99871,0.9991,0.99483,0.87013,0.62524,0.24344,0.82611,0.00013,0.00013,0.00013
42,2986.2,0.22424,0.1497,0.76666,0.99836,0.99916,0.99471,0.87488,0.61301,0.23914,0.82449,0.000117625,0.000117625,0.000117625
43,3055.29,0.21942,0.14552,0.76516,0.99862,0.99923,0.99481,0.86927,0.63828,0.24139,0.82906,0.00010525,0.00010525,0.00010525
44,3124.34,0.22002,0.14557,0.76558,0.99871,0.99945,0.99484,0.87438,0.62399,0.23947,0.82493,9.2875e-05,9.2875e-05,9.2875e-05
45,3193.57,0.21679,0.14253,0.76456,0.9989,0.99954,0.99481,0.87457,0.61982,0.23628,0.8271,8.05e-05,8.05e-05,8.05e-05
46,3262.68,0.21428,0.1405,0.76449,0.99891,0.99882,0.99498,0.87203,0.6299,0.23674,0.82723,6.8125e-05,6.8125e-05,6.8125e-05
47,3331.56,0.20776,0.1361,0.76357,0.99872,0.99918,0.995,0.87764,0.60418,0.22942,0.82358,5.575e-05,5.575e-05,5.575e-05
48,3400.5,0.20753,0.13555,0.7642,0.99887,0.99928,0.995,0.87348,0.62809,0.23466,0.82683,4.3375e-05,4.3375e-05,4.3375e-05
49,3469.68,0.20651,0.13424,0.76344,0.99875,0.99933,0.99495,0.87635,0.61669,0.23373,0.82461,3.1e-05,3.1e-05,3.1e-05
50,3538.58,0.20245,0.13137,0.76304,0.99871,0.99929,0.99497,0.87794,0.6117,0.23121,0.82384,1.8625e-05,1.8625e-05,1.8625e-05
